id,edad,genero,experiencia_anios,nivel,educacion,ubicacion,remoto,lenguaje_principal,framework_principal,bd_principal,conocimientos,horas_semanales,salario_actual,satisfaccion_laboral,busca_trabajo,fecha_encuesta
3,59,Femenino,2,Semisenior,Doctorado,Valencia,No,C++,Laravel,MongoDB,"C++, React, Postman, TensorFlow, Spring Boot, GitHub Actions, MongoDB, Jenkins, Laravel, Express.js, PyTorch",40.0,35700.0,6,No,18/05/2025
3,39,Masculino,17,Principal,Grado Universitario,Barcelona,No,Go,Next.js,BigQuery,"SQL Server, Next.js, Ansible, Grafana, MariaDB, BigQuery, Go",45.0,88700.0,9,No,18/05/2025
4,50,Masculino,1,Junior,Grado Universitario,Sevilla,No,Scala,FastAPI,InfluxDB,"InfluxDB, Oracle, AWS, Scala, Ansible, Rust, Jenkins, Kotlin, Azure, FastAPI",37.5,22300.0,2,Sí,18/05/2025
1,49,Femenino,21,Principal,Máster,Remoto (Europa),Sí,Ruby,Express.js,Couchbase,"Jira, Dart, Next.js, Ruby, Scala, Django, Couchbase, Spring Boot, JavaScript, Express.js, PyTorch",40.0,101400.0,9,No,18/05/2025
5,24,Masculino,2,Semisenior,Máster,Remoto,Sí,Java,Django,Cassandra,"Flutter, Confluence, AWS, TensorFlow, DynamoDB, Next.js, Java, Ruby, Django, Couchbase, MySQL, ELK Stack, Google Cloud, Cassandra, Azure",40.0,38000.0,2,Sí,18/05/2025
5,40,Masculino,2,Semisenior,Doctorado,Híbrido (Madrid),Sí,R,React,Snowflake,"Kubernetes, React, Postman, AWS, Ruby, MariaDB, Google Cloud, Docker, R, Snowflake, FastAPI",40.0,36100.0,7,No,18/05/2025
5,55,Masculino,14,Staff,Grado Universitario,Murcia,No,JavaScript,Next.js,Elasticsearch,"Confluence, Kubernetes, AWS, Postman, DynamoDB, Next.js, Docker, JavaScript, Elasticsearch",40.0,79200.0,7,No,18/05/2025
1,30,Masculino,6,Senior,Grado Universitario,Alicante,No,JavaScript,Django,MySQL,"Oracle, SonarQube, Django, MySQL, JavaScript",42.5,53300.0,6,Sí,18/05/2025
4,58,Masculino,0,Junior,Grado Universitario,Remoto (España),Sí,Go,PyTorch,MariaDB,"Confluence, Jira, Kubernetes, Django, MariaDB, Go, R, Terraform, C#, PyTorch",40.0,20800.0,5,Sí,18/05/2025
2,56,Prefiero no decirlo,9,Lead,Grado Superior,Remoto,Sí,Ruby,Flutter,BigQuery,"Flutter, React, Prometheus, Ruby, Java, Jenkins, BigQuery, Laravel, FastAPI, Angular",40.0,67200.0,8,Sí,18/05/2025
4,25,Masculino,3,Semisenior,Grado Superior,Bilbao,No,C++,Vue.js,DynamoDB,"C++, Symfony, Vue.js, DynamoDB, Next.js, ASP.NET, Laravel",45.0,31400.0,6,No,18/05/2025
3,26,Masculino,4,Senior,Grado Universitario,Sevilla,No,Java,ASP.NET,BigQuery,"Symfony, Dart, Postman, TensorFlow, Vue.js, Next.js, Java, Swift, Google Cloud, BigQuery, ASP.NET, Prometheus",40.0,44400.0,4,No,18/05/2025
4,52,Masculino,11,Lead,Grado Universitario,Zaragoza,No,Rust,Express.js,SQL Server,"C++, Jira, SQL Server, DynamoDB, Scala, GitHub Actions, Rust, Docker, Redis, Laravel, Kotlin, Express.js",40.0,59800.0,8,No,18/05/2025
2,40,No binario,2,Semisenior,Autodidacta,Madrid,No,Java,FastAPI,MongoDB,"PHP, PostgreSQL, Java, MongoDB, Redis, ASP.NET, Express.js, FastAPI",40.0,38200.0,5,Sí,18/05/2025
1,24,Femenino,2,Semisenior,Grado Universitario,Remoto,Sí,Scala,Spring Boot,SQL Server,"SQLite, SQL Server, Pandas, Spring Boot, Scala, Jenkins, MySQL, Firebase",40.0,29700.0,4,Sí,18/05/2025
4,40,Masculino,18,Principal,Grado Superior,Híbrido (Madrid),Sí,Swift,React,Elasticsearch,"C++, Symfony, SQL Server, React, InfluxDB, Oracle, AWS, Spring Boot, GitHub Actions, Rust, Swift, Azure, JavaScript, Elasticsearch",42.5,90800.0,10,No,18/05/2025
4,41,Masculino,19,Principal,Grado Superior,Valencia,No,Dart,Pandas,PostgreSQL,"Dart, Pandas, Flask, PostgreSQL, GitHub Actions, Ansible, Google Cloud, Azure, Redis, Laravel, Ruby on Rails, Express.js, Firebase, FastAPI",45.0,111700.0,8,No,18/05/2025
2,23,Femenino,1,Junior,Grado Superior,Remoto (Europa),Sí,JavaScript,React,Redis,"JavaScript, Redis, React, DynamoDB",42.5,21700.0,6,No,18/05/2025
2,34,Masculino,12,Staff,Grado Universitario,Málaga,No,Rust,Angular,MariaDB,"C++, Postman, Rust, MariaDB, Swift, Google Cloud, Angular",45.0,80000.0,7,No,18/05/2025
1,38,Masculino,16,Principal,Grado Universitario,Híbrido (Madrid),Sí,C++,PyTorch,Firebase,"C++, React, InfluxDB, C#, ASP.NET, Firebase, PyTorch",45.0,86600.0,10,No,18/05/2025
2,64,Masculino,21,Principal,Grado Universitario,Híbrido (Madrid),Sí,Kotlin,TensorFlow,Redis,"SQL Server, TensorFlow, Rust, Google Cloud, Redis, BigQuery, Kotlin, Elasticsearch, Prometheus",42.5,95500.0,6,No,18/05/2025
2,45,Masculino,20,Principal,Bootcamp,Remoto (Europa),Sí,Python,FastAPI,Elasticsearch,"Jira, Pandas, Postman, Next.js, Rust, Kotlin, Cassandra, Python, Elasticsearch, FastAPI",42.5,109300.0,7,Sí,18/05/2025
3,46,Masculino,18,Principal,Grado Superior,Sevilla,No,C#,Next.js,Couchbase,"C++, Postman, Next.js, Couchbase, Swift, Google Cloud, Cassandra, C#",35.0,95500.0,10,Sí,18/05/2025
5,54,Masculino,8,Lead,Bootcamp,Sevilla,No,Ruby,ASP.NET,Snowflake,"Confluence, PHP, Pandas, Snowflake, Flask, Ruby, MySQL, Docker, Google Cloud, ASP.NET, Go, Python, Terraform",37.5,61900.0,6,No,18/05/2025
3,39,Masculino,0,Junior,Grado Universitario,Madrid,No,C#,TensorFlow,Neo4j,"Jira, SQLite, TensorFlow, Neo4j, MongoDB, Swift, Git, Docker, Cassandra, Express.js, C#, FastAPI",40.0,25000.0,6,No,18/05/2025
1,29,Prefiero no decirlo,4,Senior,Máster,Barcelona,No,PHP,Angular,InfluxDB,"Flutter, SQL Server, PHP, InfluxDB, Oracle, Redis, Azure, Angular",35.0,50100.0,4,No,18/05/2025
2,22,Masculino,0,Junior,Grado Universitario,Zaragoza,No,Python,PyTorch,Elasticsearch,"Flutter, PHP, Ruby on Rails, R, Python, Elasticsearch, PyTorch",35.0,25000.0,4,Sí,18/05/2025
3,62,Masculino,6,Senior,Doctorado,Zaragoza,No,C#,TensorFlow,Snowflake,"Express.js, TensorFlow, Vue.js, Ruby, Django, Rust, JavaScript, Snowflake, C#",37.5,43000.0,7,Sí,18/05/2025
3,34,Masculino,9,Lead,Autodidacta,Híbrido (Barcelona),Sí,Kotlin,FastAPI,Snowflake,"Oracle, TensorFlow, Java, Couchbase, MariaDB, ASP.NET, Kotlin, Ruby on Rails, R, Snowflake, PyTorch, FastAPI",50.0,68200.0,8,No,18/05/2025
5,33,Masculino,11,Lead,Grado Universitario,Bilbao,No,JavaScript,Angular,Oracle,"Flutter, Kubernetes, Oracle, PHP, Pandas, Neo4j, PostgreSQL, GitHub Actions, Django, Swift, ELK Stack, Git, TypeScript, JavaScript, Python, FastAPI, Angular, Ruby on Rails",42.5,66900.0,7,No,18/05/2025
6,50,Masculino,4,Senior,Grado Universitario,Híbrido (Barcelona),Sí,Dart,Angular,Redis,"Kubernetes, Dart, AWS, Prometheus, Ruby, Django, Couchbase, Google Cloud, Redis, TypeScript, Express.js, Terraform, PyTorch, Angular",42.5,52600.0,6,No,18/05/2025
1,51,No binario,16,Principal,Bootcamp,Murcia,No,Scala,Laravel,Snowflake,"Confluence, PHP, Scala, Django, Laravel, JavaScript, R, Snowflake, Firebase",40.0,98000.0,6,No,18/05/2025
6,28,Femenino,6,Senior,Autodidacta,Bilbao,No,C#,FastAPI,Firebase,"SQL Server, PHP, Kubernetes, DynamoDB, GitHub Actions, C#, Ansible, Jenkins, Swift, Google Cloud, Firebase, FastAPI, Prometheus",42.5,43400.0,6,Sí,18/05/2025
3,32,Masculino,10,Lead,Grado Superior,Alicante,No,C++,Flutter,BigQuery,"C++, Flutter, PHP, React, GitHub Actions, Google Cloud, BigQuery, Azure",40.0,62000.0,4,No,18/05/2025
5,26,Femenino,4,Senior,Bootcamp,Híbrido (Madrid),Sí,JavaScript,Spring Boot,Snowflake,"Confluence, SQL Server, Kubernetes, Ruby, Spring Boot, Grafana, Ansible, Jenkins, BigQuery, Kotlin, JavaScript, Snowflake",40.0,50300.0,8,No,18/05/2025
5,37,Femenino,15,Principal,Bootcamp,Remoto (España),Sí,R,Express.js,Elasticsearch,"Dart, Vue.js, Grafana, MariaDB, ELK Stack, Git, Laravel, Azure, R, Express.js, Terraform, Elasticsearch, FastAPI, Angular",37.5,90900.0,9,No,18/05/2025
2,27,No binario,5,Senior,Autodidacta,Híbrido (Madrid),Sí,Java,TensorFlow,InfluxDB,"SQL Server, InfluxDB, TensorFlow, PostgreSQL, Java, Ansible, Django, Docker, BigQuery",35.0,54200.0,6,No,18/05/2025
3,22,Masculino,0,Junior,Bootcamp,Remoto (Europa),Sí,Swift,Ruby on Rails,PostgreSQL,"Jira, Pandas, PostgreSQL, Scala, Django, Rust, Couchbase, Swift, Docker, Ansible, ASP.NET, Ruby on Rails, Elasticsearch, PyTorch",40.0,23100.0,6,No,18/05/2025
3,55,Masculino,4,Senior,Grado Universitario,Remoto (España),Sí,PHP,Pandas,Neo4j,"PHP, Pandas, Vue.js, Neo4j, AWS, Scala, Laravel, Azure, Elasticsearch, FastAPI",40.0,53100.0,7,Sí,18/05/2025
4,55,Masculino,24,Principal,Bootcamp,Barcelona,No,TypeScript,Ruby on Rails,MySQL,"Symfony, Dart, Pandas, MySQL, Laravel, Go, TypeScript, Ruby on Rails, R, Express.js",60.0,105200.0,8,No,18/05/2025
6,47,Masculino,1,Junior,Grado Superior,Remoto (España),Sí,PHP,Laravel,DynamoDB,"Jira, PHP, AWS, DynamoDB, Ruby, Rust, Jenkins, ELK Stack, Git, Laravel, TypeScript, C#",40.0,26700.0,5,Sí,18/05/2025
3,38,Masculino,16,Principal,Grado Superior,Sevilla,No,Java,Spring Boot,InfluxDB,"InfluxDB, Java, Spring Boot, MySQL, Snowflake, Firebase",40.0,85700.0,7,No,18/05/2025
5,56,Masculino,6,Senior,Grado Superior,Zaragoza,No,PHP,Express.js,DynamoDB,"PHP, Postman, DynamoDB, Jenkins, ELK Stack, Docker, BigQuery, JavaScript, Express.js, C#, PyTorch",40.0,48500.0,6,Sí,18/05/2025
3,45,Masculino,4,Senior,Grado Universitario,Alicante,No,Swift,Flask,Firebase,"Oracle, Flask, PostgreSQL, MySQL, Swift, Express.js, Firebase",50.0,52800.0,5,Sí,18/05/2025
6,59,Masculino,25,Principal,Grado Superior,Barcelona,No,C++,PyTorch,Cassandra,"C++, Symfony, Jira, InfluxDB, Pandas, Kubernetes, Grafana, Jenkins, Azure, Redis, BigQuery, Laravel, Cassandra, JavaScript, R, PyTorch",37.5,123300.0,8,No,18/05/2025
2,64,Masculino,21,Principal,Máster,Las Palmas,No,Go,Express.js,MariaDB,"PHP, Vue.js, Grafana, Couchbase, MongoDB, MariaDB, ASP.NET, Kotlin, Go, Azure, Express.js, C#, Angular",60.0,107000.0,7,Sí,18/05/2025
1,55,Femenino,7,Senior,Bootcamp,Híbrido (Barcelona),Sí,PHP,ASP.NET,MongoDB,"Symfony, PHP, React, TensorFlow, PostgreSQL, Java, Django, MongoDB, ASP.NET, TypeScript, Go",40.0,43200.0,8,No,18/05/2025
1,61,Masculino,20,Principal,Grado Universitario,Híbrido (Madrid),Sí,Java,Ruby on Rails,Snowflake,"PHP, Vue.js, Java, Spring Boot, Git, Laravel, Go, TypeScript, Ruby on Rails, Snowflake, FastAPI",55.0,98100.0,7,No,18/05/2025
5,23,Masculino,1,Junior,Grado Universitario,Híbrido (Barcelona),Sí,Scala,Ruby on Rails,Neo4j,"Jira, Symfony, Kubernetes, SonarQube, Vue.js, Neo4j, Next.js, Scala, Swift, Git, Ruby on Rails, Angular",40.0,22600.0,5,Sí,18/05/2025
2,40,Masculino,18,Principal,Grado Superior,Murcia,No,Rust,ASP.NET,InfluxDB,"Symfony, InfluxDB, Vue.js, Scala, Ansible, Rust, Jenkins, ASP.NET, Laravel, JavaScript, Express.js, Angular",37.5,93400.0,6,Sí,18/05/2025
6,36,Masculino,3,Semisenior,Doctorado,Bilbao,No,Python,FastAPI,SQLite,"SQLite, Symfony, AWS, Scala, Django, Spring Boot, GitHub Actions, Jenkins, Grafana, Python, C#, FastAPI, Prometheus",40.0,34200.0,6,No,18/05/2025
2,55,Masculino,20,Principal,Máster,Alicante,No,Java,PyTorch,DynamoDB,"C++, Flutter, SQLite, Pandas, DynamoDB, Java, MariaDB, PyTorch",40.0,112500.0,7,No,18/05/2025
6,24,Femenino,2,Semisenior,Grado Universitario,Remoto (España),Sí,Java,Pandas,DynamoDB,"Dart, Pandas, DynamoDB, Java, MongoDB, Google Cloud, Docker, Jenkins, Git, Azure, Firebase",40.0,29400.0,1,Sí,18/05/2025
1,46,Femenino,5,Senior,Grado Universitario,Híbrido (Madrid),Sí,Swift,React,InfluxDB,"SQLite, React, InfluxDB, Express.js, TensorFlow, Java, Swift, Laravel, Cassandra, Go, Python, Terraform, C#",40.0,49500.0,5,No,18/05/2025
2,54,Femenino,11,Lead,Grado Superior,Remoto (España),Sí,Rust,Django,BigQuery,"C++, React, Oracle, Vue.js, TensorFlow, Ruby, GitHub Actions, Django, Rust, MariaDB, ELK Stack, BigQuery, ASP.NET, Go",40.0,72900.0,6,No,18/05/2025
2,57,Femenino,3,Semisenior,Máster,Murcia,No,Ruby,Next.js,SQLite,"SQLite, React, AWS, Next.js, Ruby, Swift, Terraform, C#, FastAPI",45.0,37000.0,7,Sí,18/05/2025
5,48,Femenino,16,Principal,Grado Superior,Remoto,Sí,Java,Express.js,Cassandra,"Confluence, Symfony, Kubernetes, Dart, React, Neo4j, Java, GitHub Actions, MySQL, Laravel, Cassandra, Express.js, Python",42.5,102000.0,8,Sí,18/05/2025
6,47,Femenino,8,Lead,Doctorado,Híbrido (Barcelona),Sí,Rust,Vue.js,Cassandra,"Confluence, Oracle, SonarQube, Vue.js, Scala, Django, Rust, MariaDB, Google Cloud, Cassandra, Azure, Prometheus",40.0,55800.0,7,Sí,18/05/2025
2,38,Femenino,10,Lead,Bootcamp,Remoto,Sí,Kotlin,Ruby on Rails,SQLite,"SQLite, Flask, Scala, Redis, Laravel, Kotlin, Ruby on Rails, Express.js, Elasticsearch, PyTorch, FastAPI",42.5,71900.0,8,No,18/05/2025
4,37,Femenino,11,Lead,Grado Universitario,Alicante,No,Dart,Vue.js,Oracle,"Flutter, Oracle, Dart, Vue.js, TensorFlow, AWS, PostgreSQL, Spring Boot, Ansible, Docker, Azure",42.5,66600.0,7,No,18/05/2025
2,52,Masculino,9,Lead,Grado Universitario,Bilbao,No,C++,React,Snowflake,"C++, SQLite, React, Express.js, Pandas, GitHub Actions, MongoDB, Laravel, Snowflake, Python, PyTorch, Prometheus",40.0,64600.0,6,Sí,18/05/2025
6,25,Masculino,3,Semisenior,Grado Superior,Murcia,No,R,Pandas,InfluxDB,"Flutter, InfluxDB, Pandas, AWS, Flask, GitHub Actions, Rust, Jenkins, Git, ELK Stack, Docker, Cassandra, R, FastAPI",40.0,35500.0,5,Sí,18/05/2025
3,23,Femenino,1,Junior,Doctorado,Valencia,No,Rust,Django,SQL Server,"SQL Server, InfluxDB, TensorFlow, Neo4j, Ruby, Spring Boot, Django, Rust, Ansible, BigQuery, Kotlin, Terraform",37.5,24200.0,7,No,18/05/2025
2,28,Masculino,6,Senior,Doctorado,Málaga,No,JavaScript,React,Cassandra,"SQLite, PHP, React, Vue.js, DynamoDB, Next.js, Ruby, Couchbase, Git, Cassandra, JavaScript, Terraform, C#, FastAPI",37.5,45300.0,6,No,18/05/2025
2,49,Masculino,12,Staff,Grado Superior,Madrid,No,Swift,Vue.js,SQL Server,"SQL Server, InfluxDB, Vue.js, Flask, Ansible, Couchbase, Swift, Docker, Cassandra",40.0,76500.0,6,No,18/05/2025
6,41,Masculino,11,Lead,Grado Universitario,Madrid,No,JavaScript,Next.js,Elasticsearch,"Kubernetes, AWS, Next.js, GitHub Actions, Swift, Google Cloud, Azure, JavaScript, Elasticsearch, Prometheus",50.0,72300.0,7,No,18/05/2025
4,37,Masculino,3,Semisenior,Máster,Las Palmas,No,JavaScript,FastAPI,MySQL,"Jira, Symfony, React, Postman, Spring Boot, MySQL, ELK Stack, BigQuery, JavaScript, R, Express.js, FastAPI",37.5,31400.0,6,Sí,18/05/2025
5,57,Femenino,21,Principal,Máster,Híbrido (Madrid),Sí,R,ASP.NET,DynamoDB,"Jira, DynamoDB, Grafana, Google Cloud, Docker, ASP.NET, Go, TypeScript, R, C#",37.5,93200.0,9,No,18/05/2025
1,32,Masculino,6,Senior,Autodidacta,Madrid,No,Dart,ASP.NET,MySQL,"Kubernetes, Dart, Django, MySQL, BigQuery, Laravel, ASP.NET, Python",55.0,48000.0,7,No,18/05/2025
5,26,Masculino,4,Senior,Grado Universitario,Las Palmas,No,Scala,Express.js,SQL Server,"C++, Flutter, SQL Server, PHP, InfluxDB, Jira, Scala, Couchbase, Jenkins, ASP.NET, Cassandra, Express.js, Prometheus",50.0,44100.0,7,No,18/05/2025
2,33,Masculino,8,Lead,Grado Superior,Valencia,No,Dart,Symfony,SQLite,"SQLite, Symfony, PHP, Dart, TensorFlow, SonarQube, Jenkins, Ruby on Rails, PyTorch",42.5,62000.0,6,No,18/05/2025
4,40,Femenino,18,Principal,Grado Universitario,Híbrido (Barcelona),Sí,Swift,Spring Boot,SQL Server,"SQL Server, React, Postman, TensorFlow, Spring Boot, Django, Couchbase, GitHub Actions, Swift, Azure, ASP.NET, Ruby on Rails, Prometheus",40.0,108600.0,10,No,18/05/2025
6,64,Masculino,10,Lead,Grado Superior,Las Palmas,No,Scala,ASP.NET,Oracle,"C++, Kubernetes, PHP, Oracle, React, InfluxDB, Postman, Scala, MongoDB, Google Cloud, ASP.NET, Azure",42.5,68800.0,7,No,18/05/2025
4,60,Masculino,24,Principal,Grado Universitario,Remoto,Sí,Python,Vue.js,MariaDB,"InfluxDB, SonarQube, Vue.js, TensorFlow, Java, Couchbase, Jenkins, MariaDB, Kotlin, Python, Terraform",40.0,98600.0,9,No,18/05/2025
2,57,Femenino,10,Lead,Máster,Madrid,No,R,Flutter,SQL Server,"Flutter, C++, SQL Server, React, Kotlin, R, FastAPI",40.0,67400.0,7,No,18/05/2025
1,43,Masculino,7,Senior,Máster,Valencia,No,PHP,Flask,Elasticsearch,"Dart, PHP, Flask, Rust, MySQL, Redis, Go, Terraform, Elasticsearch",37.5,50600.0,7,No,18/05/2025
2,37,Femenino,7,Senior,Máster,Híbrido (Madrid),Sí,Python,FastAPI,Neo4j,"Confluence, SQLite, PHP, Neo4j, Docker, Ruby on Rails, R, Python, Elasticsearch, FastAPI",37.5,53100.0,8,Sí,18/05/2025
3,33,Femenino,3,Semisenior,Grado Universitario,Murcia,No,Java,Angular,Oracle,"Oracle, Pandas, Next.js, PostgreSQL, Java, MariaDB, ELK Stack, Git, ASP.NET, Laravel, JavaScript, Express.js, Terraform, Angular",42.5,31900.0,4,Sí,18/05/2025
1,42,Masculino,20,Principal,Grado Universitario,Las Palmas,No,Ruby,Angular,SQL Server,"SQL Server, PHP, Pandas, Ruby, Java, Django, Spring Boot, MySQL, Angular",40.0,95800.0,7,Sí,18/05/2025
2,40,Femenino,12,Staff,Grado Universitario,Híbrido (Madrid),Sí,Dart,TensorFlow,SQL Server,"SQL Server, Dart, TensorFlow, Swift, Redis, Cassandra",40.0,76200.0,10,No,18/05/2025
